TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.graph.iterate.GraphIteratorTest.testStartIteratingInTheMiddleTwoWays,2,26,9,3,3,0.16,41,114,1,26,24,2,4,0.52,0.33,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testAddNode,2,36,9,4,1,0.41,41,147,0,38,28,5,2,0.58,0.71,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testClear,2,12,4,1,1,0.86,21,68,0,14,12,1,2,0.54,0.33,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testCtor,1,9,4,1,1,0.91,16,52,0,6,11,0,2,0.35,0,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testCycles,1,52,11,4,1,0.19,56,203,1,66,44,6,11,0.6,0.35,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testCycles2,1,28,10,3,3,0.25,23,160,1,31,25,4,3,0.55,0.57,0,0
com.helger.graph.simple.SimpleDirectedGraphTest.testSelfContained,2,27,8,3,1,0,19,118,0,31,21,5,3,0.6,0.62,0,0
com.helger.graph.simple.SimpleGraphTest.testAddNode,2,17,6,2,2,0.64,25,74,0,20,15,3,1,0.57,0.75,0,0
com.helger.graph.simple.SimpleGraphTest.testClear,2,7,4,1,1,0.68,10,43,0,8,7,1,1,0.53,0.5,0,0
com.helger.graph.simple.SimpleGraphTest.testCtor,1,8,4,1,1,0.83,11,44,0,2,7,0,0,0.22,0,0,0
com.helger.graph.simple.SimpleGraphTest.testCycles,1,34,8,2,2,0.17,38,122,1,36,28,3,5,0.56,0.38,0,0
com.helger.graph.simple.SimpleGraphTest.testCycles2,1,31,9,3,3,0.3,21,144,1,38,36,0,6,0.51,0,0,0
com.helger.graph.simple.SimpleGraphTest.testSelfContained,2,26,7,2,2,0,19,109,0,27,23,4,3,0.54,0.57,0,0
com.helger.jaxb.adapter.AdapterLocalDateTest.testUnmarshal,1,2,1,1,1,0.86,16,8,1,2,1,2,0,0.67,1,0,1
com.helger.jaxb.adapter.AdapterLocalDateTimeTest.testUnmarshal,1,2,1,1,1,0.91,34,12,1,4,1,3,0,0.8,1,1,1
com.helger.jaxb.adapter.AdapterLocalTimeTest.testUnmarshal,1,2,1,1,1,0.91,36,12,1,4,1,3,0,0.8,1,1,1
com.helger.jaxb.adapter.AdapterOffsetDateTest.testUnmarshal,1,5,1,1,1,0.73,37,16,1,7,0,4,0,1,1,1,1
com.helger.jaxb.adapter.AdapterOffsetDateTimeTest.testUnmarshal,1,5,1,1,1,0.73,39,16,1,7,0,5,0,1,1,1,1
com.helger.jaxb.adapter.AdapterOffsetTimeTest.testUnmarshal,1,5,1,1,1,0.73,37,16,1,7,0,6,0,1,1,1,1
com.helger.jaxb.adapter.AdapterXMLOffsetDateTest.testUnmarshal,1,3,1,1,1,0.89,44,10,1,3,1,2,0,0.75,1,1,1
com.helger.jaxb.adapter.AdapterXMLOffsetDateTimeTest.testUnmarshal,1,3,1,1,1,0.88,47,9,1,3,1,3,0,0.75,1,1,1
com.helger.jaxb.adapter.AdapterXMLOffsetTimeTest.testUnmarshal,1,3,1,1,1,0.88,46,9,1,3,1,3,0,0.75,1,1,1
com.helger.jaxb.adapter.AdapterZonedDateTimeTest.testUnmarshal,1,3,1,1,1,0.92,36,13,1,5,0,3,0,1,1,1,1
com.helger.jaxb.adapter.JAXBHelperTest.testClone,0,3,2,2,1,0.43,8,15,1,6,4,4,0,0.6,1,0,1
com.helger.jaxb.adapter.JAXBHelperTest.testCloneWithScope,0,2,2,2,1,0.5,8,12,1,6,4,4,0,0.6,1,0,1
com.helger.jaxb.adapter.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.jaxb.builder.JAXBBuilderFuncTest.testExternalCharset,2,52,10,3,1,0.03,29,213,0,25,81,4,15,0.24,0.21,0,0
com.helger.jaxb.builder.JAXBBuilderFuncTest.testExternalFormatted,2,66,14,3,1,0.04,32,252,0,28,81,5,15,0.26,0.25,0,0
com.helger.jaxb.builder.JAXBBuilderFuncTest.testExternalNoXSD,3,64,13,3,1,0.05,21,261,0,28,96,5,19,0.23,0.21,0,0
com.helger.jaxb.builder.JAXBBuilderFuncTest.testSafeXMLStreamWriter,2,47,11,3,1,0.09,46,208,0,20,71,4,7,0.22,0.36,0,0
com.helger.jaxb.builder.JAXBBuilderFuncTest.testStreamWriter,2,43,10,3,1,0.08,28,193,0,12,73,0,11,0.14,0,0,0
com.helger.jaxb.JAXBContextCacheTest.testBasic,0,1,1,1,1,1,11,11,1,1,0,0,0,1,0,1,0
com.helger.jaxb.JAXBContextCacheTest.testMarshalString,0,11,2,1,1,0.09,8,52,1,6,13,2,1,0.32,0.67,0,0
com.helger.jaxb.JAXBContextCacheTest.testMarshalStringWithClassLoader,0,10,2,1,1,0.19,8,51,1,5,13,2,1,0.28,0.67,0,0
com.helger.jaxb.JAXBContextCacheTest.testReadWrite,0,13,2,1,1,0.11,24,52,1,16,8,4,0,0.67,1,0,1
com.helger.jaxb.JAXBMarshallerHelperTest.testAll,0,25,3,1,1,0.47,28,71,1,26,14,6,3,0.65,0.67,0,0
com.helger.jaxb.JAXBMarshallerHelperTest.testCloseExternalOnWriteToOutputStream,1,45,7,2,1,0.15,23,181,1,9,75,1,15,0.11,0.06,0,0
com.helger.jaxb.JAXBMarshallerHelperTest.testCloseInternalOnWriteToOutputStream,1,45,7,2,1,0.03,23,164,1,8,74,0,15,0.1,0,0,0
com.helger.jaxb.JAXBMarshallerHelperTest.testGetAsBytes,1,45,7,2,1,0.03,30,165,1,11,78,2,14,0.12,0.12,0,0
com.helger.jaxb.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.jaxb.validation.CollectingValidationEventHandlerTest.testReadWrite,2,25,6,2,1,0.06,24,108,1,17,31,6,3,0.35,0.67,0,0
com.helger.json.convert.JsonConverterTest.testArray,0,17,5,2,1,0.63,11,97,1,36,17,0,1,0.68,0,0,0
com.helger.json.convert.JsonConverterTest.testMap,0,3,3,2,1,0.77,14,80,1,4,13,0,0,0.24,0,0,0
com.helger.json.convert.JsonConverterTest.testSimpleValues,0,4,2,2,1,0.77,19,77,1,9,14,0,0,0.39,0,0,0
com.helger.json.convert.JsonEscapeHelperTest.testAllChars,0,5,1,1,1,0.2,8,64,1,15,14,3,0,0.52,1,0,1
com.helger.json.convert.JsonEscapeHelperTest.testArbitrary,0,31,8,5,1,0.05,15,323,1,37,50,2,7,0.43,0.22,0,0
com.helger.json.convert.JsonEscapeHelperTest.testEscape,0,3,1,1,1,0.17,4,18,1,4,6,0,0,0.4,0,0,0
com.helger.json.convert.JsonEscapeHelperTest.testUnscape,0,2,1,1,1,0.13,4,45,1,7,6,0,2,0.54,0,0,0
com.helger.json.EqualsHashcodeFuncTest.testArray,0,90,19,6,1,0.12,18,603,0,153,106,0,22,0.59,0,0,0
com.helger.json.EqualsHashcodeFuncTest.testMap,0,78,16,6,1,0.12,21,590,0,107,108,4,19,0.5,0.17,0,0
com.helger.json.EqualsHashcodeFuncTest.testSimpleValues,0,62,15,6,1,0.14,18,521,0,109,82,6,14,0.57,0.3,0,0
com.helger.json.JsonArrayTest.testAddAll,1,32,5,2,1,0.04,95,126,1,36,19,0,2,0.65,0,0,0
com.helger.json.JsonArrayTest.testAddAllAtIndex,1,33,5,2,1,0.03,95,129,1,37,20,1,2,0.65,0.33,0,0
com.helger.json.JsonArrayTest.testContains,2,25,7,2,1,0.11,38,131,1,31,28,6,2,0.53,0.75,0,0
com.helger.json.JsonArrayTest.testGetAsArray,2,5,4,1,1,0.2,5,15,1,5,1,0,1,0.83,0,1,0
com.helger.json.JsonArrayTest.testGetSubArray,1,49,14,4,1,0.03,13,265,1,41,58,3,7,0.41,0.3,0,0
com.helger.json.JsonArrayTest.testIteratorArrays,2,21,8,2,1,0.06,13,127,1,21,16,1,0,0.57,1,0,1
com.helger.json.JsonArrayTest.testIteratorObjects,2,18,8,2,1,0.07,13,117,1,22,16,1,0,0.58,1,0,1
com.helger.json.JsonArrayTest.testIteratorValues,2,17,8,2,1,0.23,13,111,1,20,15,1,0,0.57,1,0,1
com.helger.json.JsonObjectTest.testContains,2,40,8,2,1,0.16,53,154,1,51,24,6,1,0.68,0.86,0,0
com.helger.json.JsonObjectTest.testGetAsObject,2,5,4,1,1,0.2,5,15,1,5,1,0,1,0.83,0,1,0
com.helger.json.JsonValueTest.testBasic,0,10,1,1,1,1,29,12,1,12,5,0,2,0.71,0,0,0
com.helger.json.JsonValueTest.testCache,0,3,1,1,1,0.32,8,22,1,5,10,0,0,0.33,0,0,0
com.helger.json.JsonValueTest.testGetAsValue,2,5,4,1,1,0.2,5,15,1,5,1,0,1,0.83,0,1,0
com.helger.json.JsonValueTest.testNull,0,10,1,1,1,1,23,22,1,12,3,3,0,0.8,1,1,1
com.helger.json.parser.JsonParserTest.testAlwaysUseBigNumberDecimal,1,24,6,5,1,0.08,11,230,1,31,38,1,4,0.45,0.2,0,0
com.helger.json.parser.JsonParserTest.testAlwaysUseBigNumberInt,1,23,5,4,1,0.07,10,258,1,31,50,2,6,0.38,0.25,0,0
com.helger.json.parser.JsonParserTest.testNumber,1,20,5,4,1,0.07,14,220,1,30,39,4,3,0.43,0.57,0,0
com.helger.json.parser.JsonParserTest.testReadEscaped,1,22,7,4,1,0.08,12,235,1,31,36,1,6,0.46,0.14,0,0
com.helger.json.parser.JsonParserTest.testReadMultipleObjectsFromReader,0,49,9,4,1,0.03,10,403,1,53,78,5,10,0.4,0.33,0,0
com.helger.json.serialize.JsonReaderTest.testBasic,1,117,17,6,1,0.02,13,658,1,154,124,3,25,0.55,0.11,0,0
com.helger.json.serialize.JsonReaderTest.testFilesFailure,0,53,8,4,2,0.03,9,444,1,37,134,1,11,0.22,0.08,0,0
com.helger.json.serialize.JsonReaderTest.testFilesSuccess,0,78,11,4,1,0.02,15,512,1,103,125,3,19,0.45,0.14,0,0
com.helger.json.serialize.JsonReaderTest.testParseWithComments,1,89,12,4,1,0.03,11,502,1,107,67,5,10,0.61,0.33,0,0
com.helger.json.serialize.JsonReaderTest.testSyntaxErrors,0,71,12,5,1,0.02,6,513,1,55,147,4,14,0.27,0.22,0,0
com.helger.json.serialize.JsonWriterTest.testArray,0,49,13,4,1,0.27,17,241,1,78,46,1,7,0.63,0.12,0,0
com.helger.json.serialize.JsonWriterTest.testComplex,1,37,11,4,1,0.3,11,226,1,49,47,0,9,0.51,0,0,0
com.helger.json.serialize.JsonWriterTest.testIndent,3,41,13,4,1,0.07,14,235,1,80,35,6,4,0.7,0.6,0,0
com.helger.json.serialize.JsonWriterTest.testMap,1,33,10,4,1,0.32,16,221,1,46,42,2,7,0.52,0.22,0,0
com.helger.json.serialize.JsonWriterTest.testMutableValues,0,30,10,4,1,0.29,10,217,1,30,37,2,6,0.45,0.25,0,0
com.helger.json.serialize.JsonWriterTest.testSimpleValues,0,35,10,4,1,0.29,20,221,1,45,35,1,4,0.56,0.2,0,0
com.helger.json.serialize.JsonWriterTest.testWriteAndReadArray,1,91,19,6,1,0.13,30,611,1,151,108,0,21,0.58,0,0,0
com.helger.json.serialize.JsonWriterTest.testWriteAndReadMap,1,76,16,6,1,0.14,31,595,1,100,109,0,18,0.48,0,0,0
com.helger.json.serialize.JsonWriterTest.testWriteAndReadSimpleValues,1,73,16,6,1,0.14,51,597,1,130,112,2,25,0.54,0.07,0,0
com.helger.json.serialize.JsonWriterTest.testWriteNewlineAtEnd,4,31,9,4,1,0.05,8,223,1,39,42,4,5,0.48,0.44,0,0
com.helger.json.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTargetWordContainsHomoglyphs_thenMatchFound,1,13,3,1,1,0.11,16,57,0,31,1,2,0,0.97,1,1,1
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTargetWordContainsMultipleMatchesWithDifferentHomoglyphs_thenMatchFound,1,13,3,1,1,0.11,18,57,0,32,0,2,0,1,1,1,1
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTargetWordHasDifferentCaseInText_thenMatchFound,1,13,3,1,1,0.11,16,57,0,31,1,2,0,0.97,1,1,1
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTargetWordIsAtEndOfText_thenMatchFound,1,13,3,1,1,0.11,16,57,0,32,0,2,0,1,1,1,1
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTargetWordIsAtStartOfText_thenMatchFound,1,13,3,1,1,0.11,16,57,0,30,2,1,1,0.94,0.5,1,0
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTextContainsOneOfTheTargetWords_thenMatchFound,1,13,3,1,1,0.11,16,57,0,29,3,1,1,0.91,0.5,1,0
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTextContainsTargetWord_thenMatchFound,1,13,3,1,1,0.11,16,57,0,29,3,1,1,0.91,0.5,1,0
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTextDoesNotContainAnyTargetWords_thenNoMatchesFound,1,8,2,1,1,0.04,11,41,0,13,9,0,1,0.59,0,0,0
com.helger.lesscommons.homoglyphs.HomoglyphLogicFuncTest.testWhenTextIdenticalToTargetWord_thenMatchFound,1,13,3,1,1,0.11,16,57,0,24,7,0,2,0.77,0,1,0
com.helger.lesscommons.homoglyphs.HomoglyphTest.testLowerCase,0,13,4,1,1,0.12,16,73,1,34,2,5,1,0.94,0.83,1,0
com.helger.lesscommons.homoglyphs.HomoglyphTest.testMixedCase,0,9,3,1,1,0.19,10,47,1,27,2,0,1,0.93,0,1,0
com.helger.lesscommons.homoglyphs.HomoglyphTest.testUpperCase,0,9,3,1,1,0.19,10,47,1,26,2,0,1,0.93,0,1,0
com.helger.lesscommons.jmx.ObjectNameHelperTest.testDefaultJMXDomain,0,6,1,1,1,0.45,22,11,1,7,0,5,0,1,1,1,1
com.helger.matrix.MagicSquareExampleFuncTest.testMain,4,27,5,1,1,0.44,90,631,0,310,329,7,2,0.49,0.78,0,0
com.helger.matrix.MatrixIntTest.testMain,4,41,1,1,1,0.98,555,341,1,299,23,8,0,0.93,1,1,1
com.helger.matrix.MatrixTest.testMain,4,76,6,1,1,0.4,656,1329,1,1081,271,8,3,0.8,0.73,1,0
com.helger.scope.GlobalScopeTest.testAll,1,24,3,1,1,0.36,39,79,1,18,22,6,1,0.45,0.86,0,0
com.helger.scope.mgr.EScopeTest.testGetScope,1,119,14,5,1,0.02,29,471,1,78,150,4,10,0.34,0.29,0,0
com.helger.scope.ScopeHelperTest.testSettings,0,11,1,1,1,0.69,14,16,1,15,0,5,0,1,1,1,1
com.helger.scope.SessionScopeTest.testApplicationScopeIDHandling,1,14,3,1,1,0.37,5,64,1,1,20,0,3,0.05,0,0,0
com.helger.scope.singleton.GlobalSingletonFuncTest.testBasic,2,94,11,5,1,0.01,34,366,0,173,8,0,2,0.96,0,1,0
com.helger.scope.singleton.GlobalSingletonFuncTest.testInstantiateManually,1,51,8,4,1,0,24,225,0,85,6,0,2,0.93,0,1,0
com.helger.scope.singleton.GlobalSingletonRecursionFuncTest.testRecursiveSingleton,2,90,11,5,1,0,33,348,0,60,112,0,2,0.35,0,0,0
com.helger.scope.singleton.GlobalSingletonWithScopeCtorFuncTest.testBasic,2,95,11,5,1,0.01,39,372,0,175,7,1,2,0.96,0.33,1,0
com.helger.scope.singleton.RequestSingletonFuncTest.testBasic,2,105,12,5,1,0.01,48,397,0,81,99,5,2,0.45,0.71,0,0
com.helger.scope.singleton.RequestSingletonFuncTest.testBasicWithScopeCtor,2,95,11,5,1,0.01,43,367,0,81,99,5,2,0.45,0.71,0,0
com.helger.scope.singleton.RequestSingletonFuncTest.testInstantiateManually,1,51,8,4,1,0,24,225,0,48,38,0,2,0.56,0,0,0
com.helger.scope.singleton.SessionSingletonFuncTest.testBasic,2,128,14,5,1,0.01,39,488,0,123,111,6,9,0.53,0.4,0,0
com.helger.scope.singleton.SessionSingletonFuncTest.testBasicWithScopeCtor,2,126,14,5,1,0.01,45,485,0,124,111,6,9,0.53,0.4,0,0
com.helger.scope.singleton.SessionSingletonFuncTest.testInstantiateManually,1,51,8,4,1,0,24,225,0,48,38,0,2,0.56,0,0,0
com.helger.scope.spi.ScopeSPIManagerTest.testCount,0,6,1,1,1,0.8,5,10,1,7,3,0,0,0.7,0,0,0
com.helger.scope.spi.ScopeSPIManagerTest.testGlobalScope,0,27,5,3,1,0.1,31,120,1,16,30,0,0,0.35,0,0,0
com.helger.scope.spi.ScopeSPIManagerTest.testRequestScope,1,50,7,3,1,0.11,49,204,1,49,31,0,1,0.61,0,0,0
com.helger.scope.spi.ScopeSPIManagerTest.testSessionScopes,1,112,12,4,1,0.06,64,455,1,144,64,6,0,0.69,1,0,1
com.helger.scope.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.security.authentication.result.AuthTokenIDGeneratorTest.testAll,0,2,1,1,1,0.25,5,4,1,3,0,3,0,1,1,1,1
com.helger.security.bcrypt.BCryptTest.testCheckpw_failure,0,11,1,1,1,0.05,10,193,1,61,105,2,10,0.37,0.17,0,0
com.helger.security.bcrypt.BCryptTest.testCheckpw_success,0,11,1,1,1,0.05,9,193,1,145,21,9,3,0.87,0.75,1,0
com.helger.security.bcrypt.BCryptTest.testGensalt,0,13,1,1,1,0.16,11,198,1,74,93,1,9,0.44,0.1,0,0
com.helger.security.bcrypt.BCryptTest.testGensaltInt,0,12,1,1,1,0.16,15,197,1,76,90,2,7,0.46,0.22,0,0
com.helger.security.bcrypt.BCryptTest.testHashpw,0,10,1,1,1,0.17,11,184,1,141,18,7,1,0.89,0.88,1,0
com.helger.security.bcrypt.BCryptTest.testInternationalChars,0,14,1,1,1,0.2,12,207,1,75,99,3,11,0.43,0.21,0,0
com.helger.security.bcrypt.BCryptTest.testSimple,0,14,1,1,1,0.2,7,207,1,76,98,3,11,0.44,0.21,0,0
com.helger.security.certificate.CertificateHelperTest.testConvertStringToCertficate,0,6,1,1,1,0.3,26,40,1,9,4,4,3,0.69,0.57,0,0
com.helger.security.certificate.CertificateHelperTest.testGetRFC1421CompliantString,0,4,1,1,1,0.59,22,27,1,10,1,3,0,0.91,1,1,1
com.helger.security.keystore.KeyStoreHelperTest.testLoadKeyStore,0,16,6,1,1,0.35,38,78,1,19,5,7,0,0.79,1,1,1
com.helger.security.keystore.KeyStoreHelperTest.testLoadKeyStoreDirect,0,6,3,1,1,0.06,78,18,1,9,0,0,0,1,0,1,0
com.helger.security.keystore.KeyStoreHelperTest.testLoadPeppolTrustStorePilot,0,8,3,1,1,0.04,14,29,1,7,2,0,0,0.78,0,1,0
com.helger.security.keystore.KeyStoreHelperTest.testLoadPeppolTrustStoreProduction,0,6,3,1,1,0.06,13,18,1,7,2,0,0,0.78,0,1,0
com.helger.security.mac.EMacAlgorithmTest.testAll,0,6,1,1,1,0.28,11,21,1,7,1,3,0,0.88,1,1,1
com.helger.security.mac.EMacAlgorithmTest.testConsistency,0,3,1,1,1,0.29,15,7,1,4,0,1,0,1,1,1,1
com.helger.security.messagedigest.EMessageDigestAlgorithmTest.testAll,0,5,1,1,1,0.45,13,11,1,7,1,4,0,0.88,1,1,1
com.helger.security.messagedigest.EMessageDigestAlgorithmTest.testBase32,0,6,2,1,1,0.25,12,18,1,7,0,3,0,1,1,1,1
com.helger.security.messagedigest.EMessageDigestAlgorithmTest.testConsistency,0,2,1,1,1,0.17,12,6,1,3,0,0,0,1,0,1,0
com.helger.security.password.hash.PasswordHashCreatorBCryptTest.testBasicDifferentSalt,2,14,3,3,3,0.02,7,214,1,66,103,1,9,0.39,0.1,0,0
com.helger.security.password.hash.PasswordHashCreatorBCryptTest.testBasicSameSalt,2,14,3,3,3,0.02,8,214,1,61,108,0,10,0.36,0,0,0
com.helger.security.password.hash.PasswordHashCreatorBCryptTest.testCreateMultipleHashes,2,14,3,3,3,0.02,7,214,1,61,108,0,10,0.36,0,0,0
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_1000_48Test.testBasicDifferentSalt,2,3,2,2,2,0.45,7,29,0,5,0,1,0,1,1,1,1
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_1000_48Test.testBasicSameSalt,2,3,2,2,2,0.45,8,29,0,2,3,0,1,0.4,0,0,0
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_1000_48Test.testCreateMultipleHashes,2,3,2,2,2,0.45,7,29,0,2,3,0,1,0.4,0,0,0
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_SHA256_1000_48Test.testBasicDifferentSalt,1,5,2,2,2,0.38,7,31,0,7,0,0,0,1,0,1,0
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_SHA256_1000_48Test.testBasicSameSalt,1,5,2,2,2,0.38,8,31,0,4,3,0,0,0.57,0,0,0
com.helger.security.password.hash.PasswordHashCreatorPBKDF2_SHA256_1000_48Test.testCreateMultipleHashes,1,5,2,2,2,0.38,7,31,0,4,3,0,0,0.57,0,0,0
com.helger.security.password.hash.PasswordHashCreatorSHA512Test.testBasic,1,7,3,2,2,0.14,7,35,1,4,3,0,1,0.57,0,0,0
com.helger.security.password.salt.PasswordSaltBCryptTest.testBasic,2,7,2,2,2,0.06,10,55,1,15,20,2,1,0.43,0.67,0,0
com.helger.security.password.salt.PasswordSaltBCryptTest.testNotEquals,1,4,2,2,2,0.14,5,50,1,11,24,1,1,0.31,0.5,0,0
com.helger.security.password.salt.PasswordSaltTest.testBasic,0,5,1,1,1,1,10,13,1,5,1,1,0,0.83,1,1,1
com.helger.security.password.salt.PasswordSaltTest.testEqualsFromString,0,5,1,1,1,0.38,13,21,1,7,2,3,1,0.78,0.75,1,0
com.helger.security.password.salt.PasswordSaltTest.testNotEquals,0,3,1,1,1,0.64,5,16,1,4,2,1,2,0.67,0.33,0,0
com.helger.security.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testJson,2,15,5,3,1,0.51,23,74,1,17,10,2,2,0.63,0.5,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testJsonNonExisting,2,8,3,2,2,0.94,9,49,1,9,9,0,1,0.5,0,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testNoPath,1,1,1,1,1,1,22,26,0,1,0,1,0,1,1,1,1
com.helger.settings.exchange.configfile.ConfigFileTest.testProperties,1,11,5,3,1,0.63,17,55,1,12,10,0,2,0.55,0,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testPropertiesNonExisting,2,10,3,2,2,0.88,9,47,1,9,9,0,1,0.5,0,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testXML,2,13,6,3,1,0.48,19,82,1,12,14,1,2,0.46,0.33,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testXMLNonExisting,1,9,4,3,3,0.94,9,50,1,10,9,1,1,0.53,0.5,0,0
com.helger.settings.exchange.configfile.ConfigFileTest.testXMLOld,2,12,6,3,1,0.5,19,80,1,12,14,1,2,0.46,0.33,0,0
com.helger.settings.exchange.json.SettingsPersistenceJsonTest.testViceVersaConversion,2,10,4,4,1,0.13,33,56,1,11,2,3,0,0.85,1,1,1
com.helger.settings.exchange.properties.SettingsPersistencePropertiesTest.testViceVersaConversion,2,11,4,4,1,0.14,34,52,1,10,6,3,1,0.62,0.75,0,0
com.helger.settings.exchange.xml.SettingsMicroDocumentConverterTest.testConversionWithTypes,1,8,4,4,1,0.05,36,48,1,9,6,2,2,0.6,0.5,0,0
com.helger.settings.SettingsTest.testCopy,2,2,1,1,1,0.67,12,9,1,2,0,0,0,1,0,1,0
com.helger.settings.SettingsTest.testIllegal,1,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0
com.helger.settings.SettingsTest.testNull,1,1,1,1,1,1,9,5,1,1,0,0,0,1,0,1,0
com.helger.settings.SettingsTest.testSettingsImpl,1,2,1,1,1,1,43,6,1,2,0,0,0,1,0,1,0
com.helger.settings.SettingsTest.testStdMethods,1,4,1,1,1,0.2,13,13,1,8,0,4,0,1,1,1,1
com.helger.settings.SPITest.testBasic,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
com.helger.tree.DefaultTreeItemFactoryTest.testBasic,1,3,2,1,1,0.75,6,22,1,3,1,0,0,0.75,0,1,0
com.helger.tree.DefaultTreeItemTest.testCtor,1,13,2,1,1,0.43,13,53,0,20,5,3,0,0.8,1,1,1
com.helger.tree.DefaultTreeItemTest.testLevel,1,13,2,1,1,0.44,22,70,0,13,14,3,1,0.48,0.75,0,0
com.helger.tree.DefaultTreeTest.testBasic,1,14,3,1,1,0.4,20,58,0,17,5,2,0,0.77,1,1,1
com.helger.tree.DefaultTreeTest.testChangeParent,1,15,3,1,1,0.41,19,77,0,21,9,2,1,0.7,0.67,0,0
com.helger.tree.DefaultTreeTest.testCtor,1,4,3,1,1,0.5,5,22,0,3,2,0,1,0.6,0,0,0
com.helger.tree.DefaultTreeTest.testDelete,1,10,3,1,1,0.38,8,57,0,10,9,0,0,0.53,0,0,0
com.helger.tree.DefaultTreeTest.testEqualsHashCode,1,14,3,1,1,0.2,6,63,0,17,8,5,1,0.68,0.83,0,0
com.helger.tree.DefaultTreeTest.testReorder,1,13,3,1,1,0.54,17,54,0,15,7,0,2,0.68,0,0,0
com.helger.tree.io.FileSystemFolderTreeTest.testCreate,2,26,8,5,3,0.07,30,135,1,26,22,3,1,0.54,0.75,0,0
com.helger.tree.singleton.GlobalSingletonTreeWithUniqueIDFuncTest.testBasic,1,53,7,3,2,0.12,31,167,0,59,32,1,5,0.65,0.17,0,0
com.helger.tree.singleton.RequestSingletonTreeWithUniqueIDFuncTest.testBasic,1,53,7,3,2,0.12,31,167,0,59,32,1,5,0.65,0.17,0,0
com.helger.tree.singleton.SessionSingletonTreeWithUniqueIDFuncTest.testBasic,1,53,7,3,2,0.12,31,167,0,59,32,1,5,0.65,0.17,0,0
com.helger.tree.sort.TreeSorterTest.testTreeNumeric,1,17,5,2,1,0.39,22,67,1,21,8,5,2,0.72,0.71,1,0
com.helger.tree.sort.TreeSorterTest.testTreeString,1,18,5,2,1,0.38,23,68,1,21,8,5,2,0.72,0.71,1,0
com.helger.tree.sort.TreeWithIDSorterTest.testTreeWithIDValue,1,27,6,3,3,0.19,35,104,1,31,13,4,1,0.7,0.8,0,0
com.helger.tree.util.TreeVisitorTest.testTreeWalk,1,16,4,2,1,0.47,52,68,1,19,7,0,1,0.73,0,1,0
com.helger.tree.util.TreeVisitorTest.testTreeWithIDWalk,1,19,4,2,2,0.27,53,91,1,23,11,0,0,0.68,0,0,0
com.helger.tree.util.TreeWithIDBuilderTest.testBuildFromChildren,0,18,4,2,2,0.26,26,93,1,22,12,5,1,0.65,0.83,0,0
com.helger.tree.util.TreeWithIDBuilderTest.testBuildFromParent,0,18,4,2,2,0.16,33,106,1,20,13,0,1,0.61,0,0,0
com.helger.tree.util.TreeWithIDBuilderTest.testBuildTreeFromIHasID,0,4,3,2,2,0.1,14,54,1,3,2,1,0,0.6,1,0,1
com.helger.tree.util.TreeWithIDSearcherTest.testSearch,0,24,7,2,2,0.05,15,117,1,27,12,3,0,0.69,1,0,1
com.helger.tree.withid.DefaultTreeItemWithIDFactoryTest.testAll,1,3,2,1,1,0.75,10,31,1,3,2,0,0,0.6,0,0,0
